code,name,level
41007034,Puting Kahoy,Bgy
41007035,Puting Bato East,Bgy
41007036,Quisumbing,Bgy
41007037,Salong,Bgy
41007038,San Rafael,Bgy
41007039,Sinisian,Bgy
41007041,Taklang Anak,Bgy
41007042,Talisay,Bgy
41007043,Tamayo,Bgy
41007044,Timbain,Bgy
41008000,CALATAGAN,Mun
41008001,Bagong Silang,Bgy
41008002,Baha,Bgy
41008003,Balibago,Bgy
41008004,Balitoc,Bgy
41008005,Biga,Bgy
41008006,Bucal,Bgy
41008007,Carlosa,Bgy
41008008,Carretunan,Bgy
41008009,Encarnacion,Bgy
41008010,Gulod,Bgy
41008011,Hukay,Bgy
41008013,Lucsuhin,Bgy
41008014,Luya,Bgy
41008015,Paraiso,Bgy
41008016,Barangay 1 (Pob.),Bgy
41008017,Barangay 2 (Pob.),Bgy
41008018,Barangay 3 (Pob.),Bgy
41008019,Barangay 4 (Pob.),Bgy
41008020,Quilitisan,Bgy
41008021,Real,Bgy
41008022,Sambungan,Bgy
41008023,Santa Ana,Bgy
41008026,Talibayog,Bgy
41008027,Talisay,Bgy
41008028,Tanagan,Bgy
41009000,CUENCA,Mun
41009001,Balagbag,Bgy
41009002,Bungahan,Bgy
41009003,Calumayin,Bgy
41009005,Dalipit East,Bgy
41009006,Dalipit West,Bgy
41009007,Dita,Bgy
41009008,Don Juan,Bgy
41009009,Emmanuel,Bgy
41009010,Ibabao,Bgy
41009011,Labac,Bgy
41009012,Pinagkaisahan,Bgy
41009013,San Felipe,Bgy
41009014,San Isidro,Bgy
41009015,Barangay 1 (Pob.),Bgy
41009016,Barangay 2 (Pob.),Bgy
41009017,Barangay 3 (Pob.),Bgy
41009018,Barangay 4 (Pob.),Bgy
41009019,Barangay 5 (Pob.),Bgy
41009020,Barangay 6 (Pob.),Bgy
41009021,Barangay 7 (Pob.),Bgy
41009022,Barangay 8 (Pob.),Bgy
41010000,IBAAN,Mun
41010001,Bago,Bgy
41010002,Balanga,Bgy
41010003,Bungahan,Bgy
41010004,Calamias,Bgy
41010005,Catandala,Bgy
41010006,Coliat,Bgy
41010007,Dayapan,Bgy
41010008,Lapu-lapu,Bgy
41010009,Lucsuhin,Bgy
41010010,Mabalor,Bgy
41010011,Malainin,Bgy
41010012,Matala,Bgy
41010013,Munting-Tubig,Bgy
41010014,Palindan,Bgy
41010015,Pangao,Bgy
41010016,Panghayaan,Bgy
41010017,Poblacion,Bgy
41010018,Quilo,Bgy
41010019,Sabang,Bgy
41010020,Salaban I,Bgy
41010022,San Agustin,Bgy
41010023,Sandalan,Bgy
41010024,Santo Ni_o,Bgy
41010025,Talaibon,Bgy
41010027,Tulay Na Patpat,Bgy
41010028,Salaban II,Bgy
41011000,LAUREL,Mun
41011001,As-Is,Bgy
41011002,Balakilong,Bgy
41011004,Berinayan,Bgy
41011006,Bugaan East,Bgy
41011007,Bugaan West,Bgy
41011008,Buso-buso,Bgy
41011010,Dayap Itaas,Bgy
41011011,Gulod,Bgy
41011012,J. Leviste,Bgy
41011013,Molinete,Bgy
41011014,Niyugan,Bgy
41011015,Paliparan,Bgy
41011016,Barangay 1 (Pob.),Bgy
41011017,Barangay 2 (Pob.),Bgy
41011018,Barangay 3 (Pob.),Bgy
41011019,Barangay 4 (Pob.),Bgy
41011020,Barangay 5 (Pob.),Bgy
41011021,San Gabriel,Bgy
41011022,San Gregorio,Bgy
41011023,Santa Maria,Bgy
41011024,Ticub,Bgy
41012000,LEMERY,Mun
41012001,Anak-Dagat,Bgy
41012002,Arumahan,Bgy
41012003,Ayao-iyao,Bgy
41012004,Bagong Pook,Bgy
41012005,Bagong Sikat,Bgy
41012006,Balanga,Bgy
41012007,Bukal,Bgy
41012009,Cahilan I,Bgy
41012010,Cahilan II,Bgy
41012011,Dayapan,Bgy
41012012,Dita,Bgy
41012013,Gulod,Bgy
41012014,Lucky,Bgy
41012015,Maguihan,Bgy
41012016,Mahabang Dahilig,Bgy
41012017,Mahayahay,Bgy
41012018,Maigsing Dahilig,Bgy
41012020,Maligaya,Bgy
41012021,Malinis,Bgy
41012022,Masalisi,Bgy
41012023,Mataas Na Bayan,Bgy
41012024,Matingain I,Bgy
41012025,Matingain II,Bgy
41012026,Mayasang,Bgy
41012027,Niugan,Bgy
41012028,Nonong Casto,Bgy
41012029,Palanas,Bgy
41012030,Payapa Ibaba,Bgy
41012031,Payapa Ilaya,Bgy
41012032,District I (Pob.),Bgy
41012033,District II (Pob.),Bgy
41012034,District III (Pob.),Bgy
41012035,District IV (Pob.),Bgy
41012036,Rizal,Bgy
41012037,Sambal Ibaba,Bgy
41012038,Sambal Ilaya,Bgy
41012039,San Isidro Ibaba,Bgy
41012040,San Isidro Itaas,Bgy
41012041,Sangalang,Bgy
41012043,Talaga,Bgy
41012044,Tubigan,Bgy
41012045,Tubuan,Bgy
41012046,Wawa Ibaba,Bgy
41012047,Wawa Ilaya,Bgy
41012048,Sinisian East,Bgy
41012049,Sinisian West,Bgy
41013000,LIAN,Mun
41013002,Bagong Pook,Bgy
41013003,Balibago,Bgy
41013004,Binubusan,Bgy
41013005,Bungahan,Bgy
41013007,Cumba,Bgy
41013008,Humayingan,Bgy
41013009,Kapito,Bgy
41013012,Lumaniag,Bgy
41013013,Luyahan,Bgy
41013014,Malaruhatan,Bgy
41013015,Matabungkay,Bgy
41013016,Barangay 1 (Pob.),Bgy
41013017,Barangay 2 (Pob.),Bgy
41013018,Barangay 3 (Pob.),Bgy
41013019,Barangay 4 (Pob.),Bgy
41013020,Barangay 5 (Pob.),Bgy
41013021,Prenza,Bgy
41013022,Puting-Kahoy,Bgy
41013023,San Diego,Bgy
41014000,LIPA CITY,City
41014001,Adya,Bgy
41014003,Anilao,Bgy
41014004,Anilao-Labac,Bgy
41014005,Antipolo Del Norte,Bgy
41014006,Antipolo Del Sur,Bgy
41014007,Bagong Pook,Bgy
41014008,San Sebastian (Balagbag),Bgy
41014009,Balintawak,Bgy
41014010,Banaybanay,Bgy
41014011,Bolbok,Bgy
41014012,Bugtong na Pulo,Bgy
41014013,Bulacnin,Bgy
41014014,Bulaklakan,Bgy
41014015,Calamias,Bgy
41014016,Cumba,Bgy
41014017,Dagatan,Bgy
41014018,Duhatan,Bgy
41014020,Halang,Bgy
41014021,Inosloban,Bgy
41014022,Kayumanggi,Bgy
41014024,Latag,Bgy
41014025,Lodlod,Bgy
41014026,Lumbang,Bgy
41014027,Mabini,Bgy
41014028,Malagonlong,Bgy
41014029,Malitlit,Bgy
41014030,Marauoy,Bgy
41014031,Mataas Na Lupa,Bgy
41014032,Munting Pulo,Bgy
41014033,Pagolingin Bata,Bgy
41014034,Pagolingin East,Bgy
41014035,Pagolingin West,Bgy
41014036,Pangao,Bgy
41014037,Pinagkawitan,Bgy
41014038,Pinagtongulan,Bgy
41014039,Plaridel,Bgy
41014040,Poblacion Barangay 1,Bgy
41014041,Poblacion Barangay 10,Bgy
41014042,Poblacion Barangay 11,Bgy
41014043,Poblacion Barangay 2,Bgy
41014044,Poblacion Barangay 3,Bgy
41014045,Poblacion Barangay 4,Bgy
41014046,Poblacion Barangay 5,Bgy
41014047,Poblacion Barangay 6,Bgy
41014048,Poblacion Barangay 7,Bgy
41014049,Poblacion Barangay 8,Bgy
41014050,Poblacion Barangay 9,Bgy
41014051,Pusil,Bgy
41014052,Quezon,Bgy
41014053,Rizal,Bgy
41014054,Sabang,Bgy
41014055,Sampaguita,Bgy
41014056,San Benito,Bgy
41014057,San Carlos,Bgy
41014058,San Celestino,Bgy
41014059,San Francisco,Bgy
41014060,San Guillermo,Bgy
41014061,San Jose,Bgy
41014062,San Lucas,Bgy
41014063,San Salvador,Bgy
41014064,Sapac,Bgy
41014066,Sico,Bgy
41014068,Santo Ni_o,Bgy
41014069,Santo Toribio,Bgy
41014070,Talisay,Bgy
41014071,Tambo,Bgy
41014072,Tangob,Bgy
41014073,Tanguay,Bgy
41014074,Tibig,Bgy
41014075,Tipacan,Bgy
41014076,Poblacion Barangay 9-A,Bgy
41014077,Barangay 12 (Pob.),Bgy
41015000,LOBO,Mun
41015001,Apar,Bgy
41015002,Balatbat,Bgy
41015003,Balibago,Bgy
41015004,Banalo,Bgy
41015005,Biga,Bgy
41015006,Bignay,Bgy
41015007,Calo,Bgy
41015008,Calumpit,Bgy
41015009,Fabrica,Bgy
41015010,Jaybanga,Bgy
41015011,Lagadlarin,Bgy
41015012,Mabilog Na Bundok,Bgy
41015013,Malabrigo,Bgy
41015014,Malalim Na Sanog,Bgy
41015015,Malapad Na Parang,Bgy
41015016,Masaguitsit,Bgy
41015017,Nagtalongtong,Bgy
41015018,Nagtoctoc,Bgy
41015019,Olo-olo,Bgy
41015020,Pinaghawanan,Bgy
41015021,San Miguel,Bgy
41015022,San Nicolas,Bgy
41015023,Sawang,Bgy
41015024,Soloc,Bgy
41015025,Tayuman,Bgy
41015026,Poblacion,Bgy
41016000,MABINI,Mun
41016001,Anilao Proper,Bgy
41016002,Anilao East,Bgy
41016003,Bagalangit,Bgy
41016004,Bulacan,Bgy
41016005,Calamias,Bgy
41016006,Estrella,Bgy
41016007,Gasang,Bgy
41016008,Laurel,Bgy
41016009,Ligaya,Bgy
41016010,Mainaga,Bgy
41016011,Mainit,Bgy
41016012,Majuben,Bgy
41016014,Malimatoc I,Bgy
41016015,Malimatoc II,Bgy
41016016,Nag-Iba,Bgy
41016017,Pilahan,Bgy
41016018,Poblacion,Bgy
41016019,Pulang Lupa,Bgy
41016020,Pulong Anahao,Bgy
41016021,Pulong Balibaguhan,Bgy
41016022,Pulong Niogan,Bgy
41016023,Saguing,Bgy
41016024,Sampaguita,Bgy
41016025,San Francisco,Bgy
41016026,San Jose,Bgy
41016027,San Juan,Bgy
41016028,San Teodoro,Bgy
41016029,Santa Ana,Bgy
41016030,Santa Mesa,Bgy
41016031,Santo Ni_o,Bgy
41016032,Santo Tomas,Bgy
41016033,Solo,Bgy
41016034,Talaga Proper,Bgy
41016035,Talaga East,Bgy
41017000,MALVAR,Mun
41017001,Bagong Pook,Bgy
41017002,Bilucao (San Isidro Western),Bgy
41017003,Bulihan,Bgy
41017004,San Gregorio,Bgy
41017005,Luta Del Norte,Bgy
41017006,Luta Del Sur,Bgy
41017008,Poblacion,Bgy
41017012,San Andres,Bgy
41017013,San Fernando,Bgy
41017015,San Isidro East,Bgy
41017016,San Juan,Bgy
41017017,San Pedro II (Western),Bgy
41017018,San Pedro I (Eastern),Bgy
41017019,San Pioquinto,Bgy
41017020,Santiago,Bgy
41018000,MATAASNAKAHOY,Mun
41018001,District I (Pob.),Bgy
41018002,District II (Pob.),Bgy
41018003,District III (Pob.),Bgy
41018004,District IV (Pob.),Bgy
41018006,Bayorbor,Bgy
41018008,Bubuyan,Bgy
41018009,Calingatan,Bgy
41018010,Kinalaglagan,Bgy
41018011,Loob,Bgy
41018012,Lumang Lipa,Bgy
41018013,Manggahan,Bgy
41018014,Nangkaan,Bgy
41018015,San Sebastian,Bgy
41018016,Santol,Bgy
41018017,Upa,Bgy
41018018,Barangay II-A (Pob.),Bgy
41019000,NASUGBU,Mun
41019001,Aga,Bgy
41019002,Balaytigui,Bgy
41019003,Banilad,Bgy
41019004,Barangay 10 (Pob.),Bgy
41019005,Barangay 11 (Pob.),Bgy
41019006,Barangay 12 (Pob.),Bgy
41019007,Barangay 2 (Pob.),Bgy
41019008,Barangay 3 (Pob.),Bgy
41019009,Barangay 4 (Pob.),Bgy
41019010,Barangay 5 (Pob.),Bgy
41019011,Barangay 6 (Pob.),Bgy
41019012,Barangay 7 (Pob.),Bgy
41019013,Barangay 8 (Pob.),Bgy
41019014,Barangay 9 (Pob.),Bgy
41019015,Bilaran,Bgy
41019016,Bucana,Bgy
41019017,Bulihan,Bgy
41019018,Bunducan,Bgy
41019019,Butucan,Bgy
41019020,Calayo,Bgy
41019021,Catandaan,Bgy
41019022,Kaylaway,Bgy
41019023,Kayrilaw,Bgy
41019024,Cogunan,Bgy
41019026,Dayap,Bgy
41019027,Latag,Bgy
41019028,Looc,Bgy
41019029,Lumbangan,Bgy
41019032,Malapad Na Bato,Bgy
41019033,Mataas Na Pulo,Bgy
41019035,Maugat,Bgy
41019036,Munting Indan,Bgy
41019037,Natipuan,Bgy
41019039,Pantalan,Bgy
41019041,Papaya,Bgy
41019042,Putat,Bgy
41019044,Reparo,Bgy
41019045,Talangan,Bgy
41019046,Tumalim,Bgy
41019047,Utod,Bgy
41019048,Wawa,Bgy
41019049,Barangay 1 (Pob.),Bgy
41020000,PADRE GARCIA,Mun
41020001,Banaba,Bgy
41020002,Banaybanay,Bgy
41020014,Bawi,Bgy
41020015,Bukal,Bgy
41020016,Castillo,Bgy
41020017,Cawongan,Bgy
41020018,Manggas,Bgy
41020019,Maugat East,Bgy
41020020,Maugat West,Bgy
41020021,Pansol,Bgy
41020022,Payapa,Bgy
41020023,Poblacion,Bgy
41020024,Quilo-quilo North,Bgy
41020025,Quilo-quilo South,Bgy
41020026,San Felipe,Bgy
41020027,San Miguel,Bgy
41020028,Tamak,Bgy
41020029,Tangob,Bgy
41021000,ROSARIO,Mun
41021001,Alupay,Bgy
41021002,Antipolo,Bgy
41021003,Bagong Pook,Bgy
41021004,Balibago,Bgy
41021005,Bayawang,Bgy
41021006,Baybayin,Bgy
41021007,Bulihan,Bgy
41021008,Cahigam,Bgy
41021009,Calantas,Bgy
41021010,Colongan,Bgy
41021011,Itlugan,Bgy
41021012,Lumbangan,Bgy
41021013,Maalas-As,Bgy
41021014,Mabato,Bgy
41021015,Mabunga,Bgy
41021016,Macalamcam A,Bgy
41021017,Macalamcam B,Bgy
41021018,Malaya,Bgy
41021019,Maligaya,Bgy
41021020,Marilag,Bgy
41021021,Masaya,Bgy
41021022,Matamis,Bgy
41021023,Mavalor,Bgy
41021024,Mayuro,Bgy
41021025,Namuco,Bgy
41021026,Namunga,Bgy
41021027,Natu,Bgy
41021028,Nasi,Bgy
41021029,Palakpak,Bgy
41021030,Pinagsibaan,Bgy
41021031,Barangay A (Pob.),Bgy
41021032,Barangay B (Pob.),Bgy
41021033,Barangay C (Pob.),Bgy
41021034,Barangay D (Pob.),Bgy
41021035,Barangay E (Pob.),Bgy
41021036,Putingkahoy,Bgy
41021037,Quilib,Bgy
41021038,Salao,Bgy
41021039,San Carlos,Bgy
41021040,San Ignacio,Bgy
41021041,San Isidro,Bgy
41021042,San Jose,Bgy
41021043,San Roque,Bgy
41021044,Santa Cruz,Bgy
41021045,Timbugan,Bgy
41021046,Tiquiwan,Bgy
41021047,Leviste (Tubahan),Bgy
41021048,Tulos,Bgy
41022000,SAN JOSE,Mun
41022001,Aguila,Bgy
41022002,Anus,Bgy
41022003,Aya,Bgy
41022004,Bagong Pook,Bgy
41022005,Balagtasin,Bgy
41022006,Balagtasin I,Bgy
41022007,Banaybanay I,Bgy
41022008,Banaybanay II,Bgy
41022009,Bigain I,Bgy
41022010,Bigain II,Bgy
41022011,Calansayan,Bgy
41022012,Dagatan,Bgy
41022013,Don Luis,Bgy
41022014,Galamay-Amo,Bgy
41022015,Lalayat,Bgy
41022016,Lapolapo I,Bgy
41022017,Lapolapo II,Bgy
41022018,Lepute,Bgy
41022019,Lumil,Bgy
41022020,Natunuan,Bgy
41022021,Palanca,Bgy
41022022,Pinagtung-Ulan,Bgy
41022023,Poblacion Barangay I,Bgy
41022024,Poblacion Barangay II,Bgy
41022025,Poblacion Barangay III,Bgy
41022026,Poblacion Barangay IV,Bgy
41022027,Sabang,Bgy
41022028,Salaban,Bgy
41022029,Santo Cristo,Bgy
41022030,Mojon-Tampoy,Bgy
41022031,Taysan,Bgy
41022032,Tugtug,Bgy
41022033,Bigain South,Bgy
41023000,SAN JUAN,Mun
41023001,Abung,Bgy
41023002,Balagbag,Bgy
41023003,Barualte,Bgy
41023004,Bataan,Bgy
41023005,Buhay Na Sapa,Bgy
41023006,Bulsa,Bgy
41023007,Calicanto,Bgy
41023008,Calitcalit,Bgy
41023009,Calubcub I,Bgy
41023010,Calubcub II,Bgy
41023011,Catmon,Bgy
41023012,Coloconto,Bgy
41023013,Escribano,Bgy
41023014,Hugom,Bgy
41023015,Imelda (Tubog),Bgy
41023016,Janaojanao,Bgy
41023017,Laiya-Ibabao,Bgy
41023018,Laiya-Aplaya,Bgy
41023019,Libato,Bgy
41023020,Lipahan,Bgy
41023021,Mabalanoy,Bgy
41023022,Nagsaulay,Bgy
41023023,Maraykit,Bgy
41023024,Muzon,Bgy
41023025,Palahanan I,Bgy
41023026,Palahanan II,Bgy
41023027,Palingowak,Bgy
41023028,Pinagbayanan,Bgy
41023029,Poblacion,Bgy
41023030,Poctol,Bgy
41023031,Pulangbato,Bgy
41023032,Putingbuhangin,Bgy
41023033,Quipot,Bgy
41023034,Sampiro,Bgy
41023035,Sapangan,Bgy
41023036,Sico I,Bgy
41023037,Sico II,Bgy
41023038,Subukin,Bgy
41023039,Talahiban I,Bgy
41023040,Talahiban II,Bgy
41023041,Ticalan,Bgy
41023042,Tipaz,Bgy
41024000,SAN LUIS,Mun
41024001,Abiacao,Bgy
41024002,Bagong Tubig,Bgy
41024003,Balagtasin,Bgy
41024004,Balite,Bgy
41024005,Banoyo,Bgy
41024006,Boboy,Bgy
41024007,Bonliw,Bgy
41024008,Calumpang West,Bgy
41024009,Calumpang East,Bgy
41024010,Dulangan,Bgy
41024011,Durungao,Bgy
41024012,Locloc,Bgy
41024013,Luya,Bgy
41024014,Mahabang Parang,Bgy
41024015,Manggahan,Bgy
41024016,Muzon,Bgy
41024019,San Antonio,Bgy
41024020,San Isidro,Bgy
41024021,San Jose,Bgy
41024022,San Martin,Bgy
41024023,Santa Monica,Bgy
41024024,Taliba,Bgy
41024025,Talon,Bgy
41024026,Tejero,Bgy
41024027,Tungal,Bgy
41024028,Poblacion,Bgy
41025000,SAN NICOLAS,Mun
41025001,Abelo,Bgy
41025002,Balete,Bgy
41025003,Baluk-baluk,Bgy
41025004,Bancoro,Bgy
41025005,Bangin,Bgy
41025006,Calangay,Bgy
41025007,Hipit,Bgy
41025009,Maabud North,Bgy
41025010,Maabud South,Bgy
41025011,Munlawin,Bgy
41025012,Pansipit,Bgy
41025013,Poblacion,Bgy
41025014,Santo Ni_o,Bgy
41025015,Sinturisan,Bgy
41025016,Tagudtod,Bgy
41025017,Talang,Bgy
41025018,Alas-as,Bgy
41025019,Pulang-Bato,Bgy
41026000,SAN PASCUAL,Mun
41026001,Alalum,Bgy
41026002,Antipolo,Bgy
41026003,Balimbing,Bgy
41026004,Banaba,Bgy
41026005,Bayanan,Bgy
41026006,Danglayan,Bgy
41026007,Del Pilar,Bgy
41026008,Gelerang Kawayan,Bgy
41026009,Ilat North,Bgy
41026010,Ilat South,Bgy
41026011,Kaingin,Bgy
41026012,Laurel,Bgy
41026013,Malaking Pook,Bgy
41026014,Mataas Na Lupa,Bgy
41026015,Natunuan North,Bgy
41026016,Natunuan South,Bgy
41026017,Padre Castillo,Bgy
41026018,Palsahingin,Bgy
41026019,Pila,Bgy
41026020,Poblacion,Bgy
41026021,Pook Ni Banal,Bgy
41026022,Pook Ni Kapitan,Bgy
41026023,Resplandor,Bgy
41026024,Sambat,Bgy
41026025,San Antonio,Bgy
41026026,San Mariano,Bgy
41026027,San Mateo,Bgy
41026028,Santa Elena,Bgy
41026029,Santo Ni_o,Bgy
41027000,SANTA TERESITA,Mun
41027001,Antipolo,Bgy
41027002,Bihis,Bgy
41027003,Burol,Bgy
41027004,Calayaan,Bgy
41027005,Calumala,Bgy
41027006,Cuta East,Bgy
41027007,Cutang Cawayan,Bgy
41027008,Irukan,Bgy
41027009,Pacifico,Bgy
41027010,Poblacion I,Bgy
41027012,Saimsim,Bgy
41027013,Sampa,Bgy
41027014,Sinipian,Bgy
41027015,Tambo Ibaba,Bgy
41027016,Tambo Ilaya,Bgy
41027017,Poblacion II,Bgy
41027018,Poblacion III,Bgy
41028000,SANTO TOMAS,Mun
41028001,Barangay I (Pob.),Bgy
41028002,Barangay II (Pob.),Bgy
41028003,Barangay III (Pob.),Bgy
41028004,Barangay IV (Pob.),Bgy
41028005,San Agustin,Bgy
41028006,San Antonio,Bgy
41028007,San Bartolome,Bgy
41028008,San Felix,Bgy
41028009,San Fernando,Bgy
41028010,San Francisco,Bgy
41028011,San Isidro Norte,Bgy
41028012,San Isidro Sur,Bgy
41028013,San Joaquin,Bgy
41028014,San Jose,Bgy
41028015,San Juan,Bgy
41028016,San Luis,Bgy
41028017,San Miguel,Bgy
41028018,San Pablo,Bgy
41028019,San Pedro,Bgy
41028020,San Rafael,Bgy
41028021,San Roque,Bgy
41028022,San Vicente,Bgy
41028023,Santa Ana,Bgy
41028024,Santa Anastacia,Bgy
41028025,Santa Clara,Bgy
41028026,Santa Cruz,Bgy
41028027,Santa Elena,Bgy
41028028,Santa Maria,Bgy
41028029,Santiago,Bgy
41028030,Santa Teresita,Bgy
41029000,TAAL,Mun
41029001,Apacay,Bgy
41029002,Balisong,Bgy
41029003,Bihis,Bgy
41029004,Bolbok,Bgy
41029005,Buli,Bgy
41029006,Butong,Bgy
41029007,Carasuche,Bgy
41029008,Cawit,Bgy
41029009,Caysasay,Bgy
41029010,Cubamba,Bgy
41029011,Cultihan,Bgy
41029012,Gahol,Bgy
41029013,Halang,Bgy
41029014,Iba,Bgy
41029015,Ilog,Bgy
41029016,Imamawo,Bgy
41029017,Ipil,Bgy
41029018,Luntal,Bgy
41029019,Mahabang Lodlod,Bgy
41029020,Niogan,Bgy
41029021,Pansol,Bgy
41029022,Poblacion 11,Bgy
41029023,Poblacion 1,Bgy
41029024,Poblacion 10,Bgy
41029025,Poblacion 12,Bgy
41029026,Poblacion 2,Bgy
41029027,Poblacion 3,Bgy
41029028,Poblacion 4,Bgy
41029029,Poblacion 5,Bgy
41029030,Poblacion 6,Bgy
41029031,Poblacion 7,Bgy
41029032,Poblacion 8,Bgy
41029033,Poblacion 9,Bgy
41029034,Pook,Bgy
41029044,Seiran,Bgy
41029045,Laguile,Bgy
41029046,Latag,Bgy
41029047,Tierra Alta,Bgy
41029048,Tulo,Bgy
41029049,Tatlong Maria,Bgy
41029050,Poblacion 13,Bgy
41029051,Poblacion 14,Bgy
41030000,TALISAY,Mun
41030001,Aya,Bgy
41030003,Balas,Bgy
41030004,Banga,Bgy
41030006,Buco,Bgy
41030008,Caloocan,Bgy
41030009,Leynes,Bgy
41030010,Miranda,Bgy
41030011,Poblacion Barangay 1,Bgy
41030012,Poblacion Barangay 2,Bgy
41030013,Poblacion Barangay 3,Bgy
41030014,Poblacion Barangay 4,Bgy
41030015,Poblacion Barangay 5,Bgy
41030016,Poblacion Barangay 6,Bgy
41030017,Poblacion Barangay 7,Bgy
41030018,Poblacion Barangay 8,Bgy
41030019,Quiling,Bgy
41030020,Sampaloc,Bgy
41030021,San Guillermo,Bgy
41030023,Santa Maria,Bgy
41030024,Tranca,Bgy
41030025,Tumaway,Bgy
41031000,CITY OF TANAUAN,City
41031001,Altura Bata,Bgy
41031002,Altura Matanda,Bgy
41031003,Altura-South,Bgy
41031004,Ambulong,Bgy
41031005,Banadero,Bgy
41031006,Bagbag,Bgy
41031007,Bagumbayan,Bgy
41031008,Balele,Bgy
41031010,Banjo East,Bgy
41031011,Banjo Laurel (Banjo West),Bgy
41031013,Bilog-bilog,Bgy
41031014,Boot,Bgy
41031015,Cale,Bgy
41031016,Darasa,Bgy
41031017,Pagaspas,Bgy
41031018,Gonzales,Bgy
41031019,Hidalgo,Bgy
41031020,Janopol,Bgy
41031021,Janopol Oriental,Bgy
41031022,Laurel,Bgy
41031023,Luyos,Bgy
41031024,Mabini,Bgy
41031025,Malaking Pulo,Bgy
41031026,Maria Paz,Bgy
41031027,Maugat,Bgy
41031028,Monta_a (Ik-ik),Bgy
41031029,Natatas,Bgy
41031030,Pantay Matanda,Bgy
41031031,Pantay Bata,Bgy
41031032,Poblacion Barangay 1,Bgy
41031033,Poblacion Barangay 2,Bgy
41031034,Poblacion Barangay 3,Bgy
41031035,Poblacion Barangay 4,Bgy
41031036,Poblacion Barangay 5,Bgy
41031037,Poblacion Barangay 6,Bgy
41031038,Poblacion Barangay 7,Bgy
41031039,Sala,Bgy
41031040,Sambat,Bgy
41031041,San Jose,Bgy
41031042,Santol (Do_a Jacoba Garcia),Bgy
41031043,Santor,Bgy
41031044,Sulpoc,Bgy
41031045,Suplang,Bgy
41031046,Talaga,Bgy
41031047,Tinurik,Bgy
41031048,Trapiche,Bgy
41031049,Ulango,Bgy
41031050,Wawa,Bgy
41032000,TAYSAN,Mun
41032001,Bacao,Bgy
41032002,Bilogo,Bgy
41032003,Bukal,Bgy
41032004,Dagatan,Bgy
41032005,Guinhawa,Bgy
41032006,Laurel,Bgy
41032007,Mabayabas,Bgy
41032008,Mahanadiong,Bgy
41032009,Mapulo,Bgy
41032010,Mataas Na Lupa,Bgy
41032011,Pag-Asa,Bgy
41032012,Panghayaan,Bgy
41032013,Pi_a,Bgy
41032014,Pinagbayanan,Bgy
41032015,Poblacion East,Bgy
41032016,Poblacion West,Bgy
41032017,San Isidro,Bgy
41032018,San Marcelino,Bgy
41032019,Santo Ni_o,Bgy
41032020,Tilambo,Bgy
41033000,TINGLOY,Mun
41033001,Corona,Bgy
41033003,Gamao,Bgy
41033004,Makawayan,Bgy
41033005,Marikaban,Bgy
41033006,Papaya,Bgy
41033007,Pisa,Bgy
41033008,Barangay 13 (Poblacion 1),Bgy
41033009,Barangay 14 (Poblacion 2),Bgy
41033010,Barangay 15 (Poblacion 3),Bgy
41033011,San Isidro,Bgy
41033012,San Jose,Bgy
41033013,San Juan,Bgy
41033014,San Pedro,Bgy
41033015,Santo Tomas,Bgy
41033016,Talahib,Bgy
41034000,TUY,Mun
41034001,Acle,Bgy
41034002,Bayudbud,Bgy
41034003,Bolboc,Bgy
41034004,Dalima,Bgy
41034005,Dao,Bgy
41034006,Guinhawa,Bgy
41034007,Lumbangan,Bgy
41034008,Luntal,Bgy
41034009,Magahis,Bgy
41034010,Malibu,Bgy
41034011,Mataywanac,Bgy
41034012,Palincaro,Bgy
41034013,Luna (Pob.),Bgy
41034014,Burgos (Pob.),Bgy
41034015,Rizal (Pob.),Bgy
41034016,Rillo (Pob.),Bgy
41034017,Putol,Bgy
41034018,Sabang,Bgy
41034019,San Jose,Bgy
41034021,Talon,Bgy
41034022,Toong,Bgy
41034023,Tuyon-tuyon,Bgy
42100000,CAVITE,Prov
42101000,ALFONSO,Mun
42101001,Amuyong,Bgy
42101002,Barangay I (Pob.),Bgy
42101003,Barangay II (Pob.),Bgy
42101004,Barangay III (Pob.),Bgy
42101005,Barangay IV (Pob.),Bgy
42101006,Barangay V (Pob.),Bgy
42101007,Buck Estate,Bgy
42101008,Esperanza Ibaba,Bgy
42101009,Kaytitinga I,Bgy
42101010,Luksuhin,Bgy
42101011,Mangas I,Bgy
42101012,Marahan I,Bgy
42101013,Matagbak I,Bgy
42101014,Pajo,Bgy
42101016,Sikat,Bgy
42101017,Sinaliw Malaki,Bgy
42101018,Sinaliw na Munti,Bgy
42101019,Sulsugin,Bgy
42101020,Taywanak Ibaba,Bgy
42101021,Taywanak Ilaya,Bgy
42101022,Upli,Bgy
42101023,Kaysuyo,Bgy
42101024,Luksuhin Ilaya,Bgy
42101025,Palumlum,Bgy
42101026,Bilog,Bgy
42101027,Esperanza Ilaya,Bgy
42101028,Kaytitinga II,Bgy
42101029,Kaytitinga III,Bgy
42101030,Mangas II,Bgy
42101031,Marahan II,Bgy
42101032,Matagbak II,Bgy
42101033,Santa Teresa,Bgy
42102000,AMADEO,Mun
42102001,Banaybanay,Bgy
42102002,Bucal,Bgy
42102003,Dagatan,Bgy
42102004,Halang,Bgy
42102005,Loma,Bgy
42102007,Maitim I,Bgy
